 "time" "normal population" "cancer population" "cancer proportion"patch_inflammation:0.2
 1 10395 0 0
 2 10395 0 0
 3 10567 0 0
 4 10569 0 0
 5 10744 0 0
 6 10752 0 0
 7 10910 5 4.580852038479157E-4
 8 10916 5 4.5783353172786377E-4
 9 11089 8 7.209155627647112E-4
 10 11100 8 7.202016564638099E-4
 11 11257 10 8.875477056891808E-4
 12 11274 10 8.862105636299185E-4
 13 11416 13 0.0011374573453495494
 14 11443 14 0.0012219603735707427
 15 11604 16 0.001376936316695353
 16 11625 16 0.0013744523666351688
 17 11761 19 0.0016129032258064516
 18 11787 19 0.0016093511773674404
 19 11931 24 0.0020075282308657464
 20 11957 24 0.0020031716885068026
 21 12096 26 0.002144860584062036
 22 12122 27 0.0022224051362252036
 23 12252 28 0.002280130293159609
 24 12287 28 0.0022736500203004465
 25 12437 31 0.0024863650946422844
 26 12473 31 0.002479206653870761
 27 12575 34 0.002696486636529463
 28 12614 34 0.002688172043010753
 29 12732 37 0.002897642728483045
 30 12767 38 0.0029675907848496683
 31 12876 41 0.003174111635828753
 32 12921 43 0.0033168775069423017
 33 13038 45 0.00343957807842238
 34 13076 45 0.003429616645072784
 35 13184 49 0.003702864051991234
 36 13216 49 0.0036939313984168864
 37 13309 52 0.00389192425716638
 38 13361 53 0.003951095869986581
 39 13459 57 0.004217224030778337
 40 13490 57 0.004207573632538569
 41 13586 59 0.004323928178820081
 42 13619 59 0.004313496125164498
 43 13723 61 0.004425420777713291
 44 13769 64 0.004626617508855635
 45 13869 64 0.0045934113256297995
 46 13902 64 0.004582557639982815
 47 13990 66 0.004695503699487763
 48 14024 68 0.004825432869713313
 49 14105 74 0.005218985824106072
 50 14144 76 0.005344585091420534
 51 14242 80 0.005585812037424941
 52 14273 81 0.005643026334122892
 53 14357 82 0.005679063647066971
 54 14386 88 0.006079867348348763
 55 14483 89 0.006107603623387318
 56 14520 89 0.006092134985283044
 57 14592 91 0.006197643533337874
 58 14628 91 0.006182485223180922
 59 14709 91 0.006148648648648648
 60 14755 94 0.0063303926190315845
 61 14826 94 0.006300268096514745
 62 14863 95 0.006351116459419708
 63 14941 96 0.00638425217796103
 64 14972 97 0.006437056208109364
 65 15056 98 0.006466939421934803
 66 15090 99 0.006517874777799724
 67 15179 103 0.006739955503206387
 68 15219 104 0.006787182666579652
 69 15321 106 0.006871070201594607
 70 15366 106 0.006851085832471561
 71 15445 111 0.007135510413988172
 72 15487 111 0.007116296961148866
 73 15570 112 0.007141946180334141
 74 15611 112 0.007123322521147364
 75 15697 117 0.007398507651448084
 76 15728 118 0.007446674239555724
 77 15809 120 0.007533429593822588
 78 15850 121 0.007576231920355644
 79 15927 123 0.007663551401869159
 80 15969 126 0.00782851817334576
 81 16026 129 0.00798514391829155
 82 16071 130 0.008024196037281649
 83 16146 134 0.008230958230958232
 84 16188 134 0.008209778213454234
 85 16276 141 0.008588658098312725
 86 16313 143 0.008689839572192513
 87 16405 144 0.008701432110701552
 88 16460 145 0.008732309545317675
 89 16551 149 0.008922155688622754
 90 16603 151 0.009012773069117823
 91 16677 153 0.00909090909090909
 92 16732 154 0.009119981049390028
 93 16814 159 0.009367819477994461
 94 16854 160 0.00940402021864347
 95 16911 162 0.009488666315234581
 96 16950 164 0.009582797709477621
 97 17018 166 0.009660148975791434
 98 17055 167 0.009696899314829869
 99 17121 169 0.009774436090225564
 100 17163 171 0.009865005192107996
 101 17226 173 0.00994310017817116
 102 17262 175 0.010036130068245684
 103 17332 181 0.010335179580882772
 104 17367 182 0.010370961308336658
 105 17436 183 0.010386514558147455
 106 17478 183 0.010361814166808222
 107 17530 183 0.010331395020606335
 108 17569 185 0.01042018700011265
 109 17640 190 0.01065619742007852
 110 17698 192 0.010732252655114589
 111 17739 193 0.01076288199866161
 112 17775 194 0.010796371528743949
 113 17842 196 0.010865949661825035
 114 17874 196 0.010846707249584947
 115 17939 198 0.010916910183602581
 116 17976 202 0.01111233359005391
 117 18043 207 0.011342465753424657
 118 18088 208 0.011368605159597726
 119 18143 210 0.011442271018362121
 120 18176 211 0.011475498993854354
 121 18235 217 0.011760242792109257
 122 18268 219 0.011846162168009954
 123 18337 219 0.011802112524250917
 124 18373 222 0.011938693197095994
 125 18428 228 0.012221269296740995
 126 18466 229 0.012249264509227066
 127 18523 231 0.012317372293910632
 128 18558 232 0.01234699308142629
 129 18612 237 0.012573611332166163
 130 18652 239 0.0126515271822561
 131 18708 241 0.012718349253258748
 132 18747 243 0.012796208530805687
 133 18799 245 0.01286494433942449
 134 18825 246 0.012899166273399402
 135 18881 249 0.013016204913748039
 136 18913 249 0.012994468218348815
 137 18958 249 0.012964023533086896
 138 18989 250 0.0129944383803732
 139 19044 254 0.013161985697999793
 140 19072 256 0.013245033112582781
 141 19119 262 0.013518394303699499
 142 19147 264 0.01360053577868219
 143 19194 269 0.013821096439397832
 144 19234 270 0.013843314191960623
 145 19273 273 0.013967052082267471
 146 19307 275 0.014043509345317128
 147 19351 280 0.01426315521369263
 148 19372 286 0.014548784209990843
 149 19404 292 0.014825345247766044
 150 19438 295 0.01494957685096032
 151 19480 298 0.01506724643543331
 152 19510 299 0.015094149124135495
 153 19551 301 0.015162200282087448
 154 19583 302 0.01518732713100327
 155 19630 304 0.015250326076050967
 156 19661 307 0.015374599358974358
 157 19702 309 0.01544150717105592
 158 19722 312 0.015573525007487272
 159 19766 314 0.015637450199203186
 160 19787 316 0.01571904690842163
 161 19840 319 0.015824197628850636
 162 19874 320 0.015846290977518076
 163 19912 321 0.01586517076063856
