 "time" "normal population" "cancer population" "cancer proportion"patch_inflammation:0.1
 1 10394 0 0
 2 10394 0 0
 3 10557 8 7.572172266919072E-4
 4 10558 8 7.571455612341472E-4
 5 10711 12 0.0011190898069570084
 6 10716 13 0.001211669307484388
 7 10884 20 0.001834189288334556
 8 10892 21 0.001924310455420141
 9 11060 25 0.0022552999548940008
 10 11066 25 0.00225407988459111
 11 11209 28 0.0024917682655513037
 12 11211 28 0.0024913248509653885
 13 11342 32 0.002813434148056972
 14 11356 32 0.0028099754127151387
 15 11484 36 0.003125
 16 11507 36 0.00311877328250888
 17 11609 38 0.0032626427406199023
 18 11625 38 0.003258166852439338
 19 11722 40 0.0034007821799013774
 20 11738 40 0.0033961623365596876
 21 11823 42 0.0035398230088495575
 22 11843 42 0.00353386621792175
 23 11922 45 0.0037603409375783405
 24 11935 45 0.0037562604340567614
 25 12005 45 0.0037344398340248964
 26 12031 45 0.0037263994700231866
 27 12085 46 0.0037919380100568793
 28 12108 46 0.0037847622181997696
 29 12169 48 0.003928951461078824
 30 12195 48 0.0039206076941926
 31 12241 49 0.0039869812855980475
 32 12267 49 0.003978564468983436
 33 12307 54 0.00436857859396489
 34 12333 54 0.004359409057883265
 35 12381 55 0.0044226439369572206
 36 12405 55 0.004414125200642055
 37 12450 57 0.004557447829215639
 38 12482 57 0.004545817050801499
 39 12541 57 0.0045245277028099695
 40 12570 57 0.004514136374435733
 41 12613 57 0.004498816101026046
 42 12633 58 0.004570167835473958
 43 12668 59 0.00463581362457767
 44 12692 59 0.004627088071523802
 45 12721 60 0.004694468351459197
 46 12753 61 0.004760418292492586
 47 12791 62 0.004823776550221738
 48 12812 63 0.004893203883495146
 49 12846 65 0.00503446673379289
 50 12865 65 0.005027068832173241
 51 12911 65 0.0050092478421701605
 52 12933 65 0.005000769349130635
 53 12966 65 0.004988105287391605
 54 12992 66 0.005054372798284576
 55 13035 66 0.005037783375314861
 56 13057 67 0.005105150868637611
 57 13098 67 0.005089251804025826
 58 13121 67 0.00508037609948438
 59 13151 68 0.005144110749678493
 60 13166 69 0.005213449187759728
 61 13200 69 0.005200090436355415
 62 13228 71 0.005338747274231145
 63 13267 71 0.00532313690208427
 64 13281 71 0.005317555422408628
 65 13319 71 0.005302464525765497
 66 13333 72 0.005371130175307721
 67 13368 73 0.005431143516107432
 68 13387 73 0.005423476968796434
 69 13413 73 0.005413020910573929
 70 13436 73 0.005403804870826856
 71 13468 75 0.005537916266706047
 72 13483 79 0.0058250995428402895
 73 13515 79 0.005811387376783875
 74 13528 79 0.005805835231865951
 75 13557 80 0.005866392901664589
 76 13570 83 0.006079249981689006
 77 13601 83 0.006065477930429699
 78 13629 84 0.006125574272588055
 79 13646 84 0.006117989803350328
 80 13669 85 0.006180020357714119
 81 13699 85 0.006166569936157864
 82 13724 85 0.006155405894706351
 83 13758 86 0.006212077434267552
 84 13776 87 0.006275697900887254
 85 13801 90 0.006479015189691167
 86 13820 91 0.006541585795413701
 87 13857 93 0.006666666666666667
 88 13879 94 0.006727259715164961
 89 13910 98 0.006996002284408909
 90 13924 99 0.00705983027882764
 91 13950 99 0.007046764894298526
 92 13970 101 0.007177883590363158
 93 13994 104 0.007376932898283444
 94 14008 104 0.007369614512471655
 95 14033 104 0.007356582018815873
 96 14040 105 0.007423117709437964
 97 14069 106 0.007477954144620811
 98 14092 107 0.007535741953658709
 99 14114 107 0.007524084100977428
 100 14134 108 0.00758320460609465
 101 14162 109 0.007637867003013103
 102 14171 109 0.007633053221288515
 103 14198 110 0.007688006709533128
 104 14218 110 0.007677275265214964
 105 14238 112 0.007804878048780488
 106 14251 112 0.007797813827194876
 107 14279 113 0.007851584213451918
 108 14292 113 0.007844498438042346
 109 14318 115 0.007967851451534677
 110 14331 117 0.008098006644518272
 111 14350 119 0.00822447992259313
 112 14362 120 0.008286148322054964
 113 14380 122 0.008412632740311681
 114 14388 123 0.008476328302666942
 115 14412 127 0.008735126212256689
 116 14430 128 0.008792416540733617
 117 14458 132 0.009047292666209733
 118 14477 132 0.009035526045588336
 119 14504 133 0.009086561453849833
 120 14526 134 0.009140518417462483
 121 14544 135 0.009196811771919068
 122 14555 136 0.009257368456878362
 123 14579 136 0.009242269792728509
 124 14593 138 0.009367999456927567
 125 14624 138 0.009348326784988484
 126 14636 139 0.009407783417935703
 127 14654 141 0.009530246704967894
 128 14667 141 0.009521880064829822
 129 14688 141 0.009508395711106616
 130 14699 141 0.009501347708894879
 131 14717 141 0.009489837124781263
 132 14735 142 0.009544935134771795
 133 14756 146 0.009797342638572003
 134 14772 146 0.009786834696339992
 135 14797 146 0.009770461085458074
 136 14808 146 0.009763274040390532
 137 14826 146 0.009751536200908363
 138 14834 147 0.009812429076830652
 139 14855 147 0.00979869350753233
 140 14868 148 0.009856153436334577
 141 14887 149 0.00990955041234371
 142 14906 151 0.010028558145712957
 143 14926 151 0.01001525502420906
 144 14939 152 0.010072228480551322
 145 14951 152 0.010064225650533007
 146 14963 152 0.010056235527621568
 147 14980 153 0.010110354853631136
 148 14990 153 0.010103678267186158
 149 15011 154 0.010154962083745467
 150 15021 155 0.010213494992092778
 151 15041 155 0.010200052645433009
 152 15055 155 0.010190664036817882
 153 15073 156 0.01024361415720008
 154 15081 156 0.010238235873203386
 155 15098 157 0.01029170763684038
 156 15110 157 0.01028361826161001
 157 15125 159 0.010403035854488353
 158 15135 160 0.010460934946060804
 159 15144 161 0.010519438092126757
 160 15160 161 0.010508452450884408
 161 15188 162 0.010553745928338762
 162 15196 163 0.010612670095709357
 163 15215 163 0.010599557809858239
 164 15225 166 0.010785524007536872
 165 15240 168 0.010903426791277258
 166 15252 168 0.010894941634241245
 167 15264 168 0.01088646967340591
 168 15276 168 0.010878010878010878
 169 15299 168 0.0108618348742484
 170 15309 169 0.01091872334926993
 171 15331 170 0.010967034384878395
 172 15337 170 0.010962790997613981
 173 15351 170 0.01095290251916758
 174 15358 172 0.01107533805537669
 175 15372 172 0.011065362840967576
 176 15384 172 0.01105682694780149
 177 15407 173 0.01110397946084724
 178 15416 173 0.011097568798511771
 179 15435 175 0.011210762331838564
 180 15445 175 0.01120358514724712
 181 15465 176 0.011252477463077809
 182 15474 177 0.01130918152194748
 183 15490 177 0.011297631965277334
 184 15496 178 0.011356386372336354
 185 15510 179 0.011409267639747594
