 "time" "normal population" "cancer population" "cancer proportion"patch_inflammation:0.4
 1 10390 0 0
 2 10390 0 0
 3 10554 5 4.735296903115825E-4
 4 10557 5 4.7339519030486653E-4
 5 10746 9 8.368200836820083E-4
 6 10751 9 8.364312267657993E-4
 7 10918 16 0.0014633254069873788
 8 10943 17 0.0015510948905109489
 9 11139 21 0.001881720430107527
 10 11158 21 0.001878522229179712
 11 11340 25 0.002199736031676199
 12 11354 25 0.002197029615959223
 13 11513 29 0.002512562814070352
 14 11535 30 0.0025940337224383916
 15 11708 34 0.0028955884857775507
 16 11725 35 0.002976190476190476
 17 11887 40 0.0033537352226041756
 18 11911 40 0.0033470002510250186
 19 12101 41 0.0033767089441607643
 20 12122 42 0.0034528115751397566
 21 12304 43 0.0034826273588726008
 22 12330 43 0.003475309140871252
 23 12508 49 0.003902205940909453
 24 12528 49 0.0038960006360817365
 25 12711 51 0.003996238834038552
 26 12730 51 0.003990298098740318
 27 12903 57 0.004398148148148148
 28 12923 60 0.004621428021258569
 29 13101 60 0.0045589240939138366
 30 13129 62 0.004700174361306952
 31 13295 67 0.005014219428229307
 32 13312 71 0.005305237988492864
 33 13487 77 0.0056767915069301095
 34 13515 80 0.005884516366311144
 35 13701 82 0.005949357904665167
 36 13723 86 0.0062278224346440725
 37 13907 96 0.006855673784189102
 38 13925 100 0.0071301247771836
 39 14113 106 0.007454813981292637
 40 14135 111 0.007791660817071459
 41 14298 117 0.008116545265348595
 42 14323 122 0.00844582900657667
 43 14493 126 0.008618920582803202
 44 14514 127 0.008674270883136399
 45 14676 131 0.00884716688052948
 46 14704 133 0.00896407629574712
 47 14882 140 0.009319664492078284
 48 14903 146 0.009701641305070105
 49 15078 148 0.009720215420990412
 50 15106 151 0.009897096414760437
 51 15285 154 0.009974739296586566
 52 15304 160 0.010346611484738748
 53 15628 166 0.010510320374825884
 54 15654 167 0.010555590670627647
 55 16040 182 0.011219331771668105
 56 16084 188 0.011553588987217306
 57 16477 201 0.012051804772754526
 58 16569 206 0.012280178837555887
 59 17017 218 0.012648680011604293
 60 17089 222 0.01282421581653284
 61 17497 237 0.013364159242133754
 62 17576 250 0.014024458655895883
 63 18011 262 0.014338094456301647
 64 18073 270 0.014719511530284031
 65 18486 280 0.014920601087072365
 66 18562 283 0.015017245953833908
 67 18982 290 0.015047737650477377
 68 19040 299 0.015460985573194063
 69 19461 312 0.015779092702169626
 70 19534 319 0.016068100538961367
 71 19959 329 0.01621648264984227
 72 20038 335 0.01644333186079615
 73 20452 355 0.017061565819195462
 74 20526 360 0.017236426314277506
 75 20913 370 0.017384767185077293
 76 20968 370 0.01733995688443153
 77 21342 383 0.01762945914844649
 78 21395 391 0.017947305609106765
 79 21769 408 0.018397438787933446
 80 21853 419 0.0188128591954023
 81 22245 429 0.018920349298756283
 82 22315 436 0.01916399279152565
 83 22630 450 0.01949740034662045
 84 22696 457 0.019738262860104522
 85 23019 466 0.019842452629337877
 86 23083 473 0.02007980981490915
 87 23396 479 0.02006282722513089
 88 23456 486 0.02029905605212597
 89 23765 495 0.020403957131079967
 90 23819 498 0.02047949993831476
 91 24108 508 0.020636984075398115
 92 24171 517 0.020941348023331172
 93 24484 529 0.021149002518690282
 94 24538 535 0.021337693933713556
 95 24804 547 0.021577058104216795
 96 24842 552 0.021737418287784516
 97 25130 560 0.021798365122615803
 98 25177 565 0.021948566544946004
 99 25414 576 0.022162370142362445
 100 25475 579 0.0222230751516082
 101 25723 587 0.022310908399847968
 102 25791 598 0.022660957217022243
 103 25972 605 0.022764044098280468
 104 26022 615 0.02308818560648722
 105 26150 626 0.02337914550343591
 106 26195 634 0.023631145402363114
 107 26343 646 0.023935677498240025
 108 26395 650 0.024034017378443333
 109 26541 660 0.024263813830373883
 110 26595 669 0.024537852112676055
 111 26715 679 0.02478644958750091
 112 26761 688 0.025064665379430945
 113 26872 690 0.02503446774544663
 114 26919 694 0.02513308948683591
 115 27035 698 0.025168571737641077
 116 27072 706 0.02541579667362661
 117 27204 716 0.025644699140401146
 118 27244 720 0.025747389500786727
 119 27364 729 0.025949524792652973
 120 27405 733 0.02605018124955576
 121 27531 739 0.026140785284754157
 122 27577 748 0.02640776699029126
 123 27695 751 0.026400899950783943
 124 27736 756 0.026533763863540644
 125 27847 760 0.026566924179396652
 126 27876 763 0.02664199168965397
 127 27976 770 0.02678633549015515
 128 27997 773 0.02686826555439694
 129 28097 777 0.026910022857934476
 130 28127 782 0.027050399529558268
 131 28212 790 0.027239500724087994
 132 28244 798 0.027477446456855587
 133 28338 809 0.027755858235839023
 134 28372 815 0.02792339055058759
 135 28451 821 0.028047280677780815
 136 28473 826 0.02819208846718318
 137 28542 832 0.028324368489140057
 138 28572 837 0.02846067530347853
 139 28656 843 0.028577239906437506
 140 28681 848 0.028717531917775745
 141 28762 852 0.02877017626798136
 142 28787 857 0.028909728781540953
 143 28864 866 0.029128826101580893
 144 28883 874 0.029371240380414693
 145 28947 879 0.029470931402132368
 146 28966 890 0.029809753483386926
 147 29045 900 0.03005510101853398
 148 29075 904 0.030154441442342972
 149 29149 912 0.030338312098732577
 150 29169 918 0.03051151660185462
 151 29221 926 0.030716157494941453
 152 29247 932 0.030882401670035454
 153 29307 938 0.0310133906430815
 154 29331 946 0.03124483931697328
 155 29388 953 0.031409643716423324
 156 29407 956 0.03148568981984652
 157 29470 958 0.03148415932693572
 158 29494 960 0.031522952649898205
 159 29555 968 0.03171378960128428
 160 29579 975 0.031910715454604964
 161 29639 984 0.03213271070763805
 162 29659 989 0.03226964239102062
 163 29703 995 0.03241253501856799
