 "time" "normal population" "cancer population" "cancer proportion"patch_inflammation:0.4
 465 29457 2825 0.08751006752989282
 466 29421 2836 0.08791890132374368
 467 29398 2853 0.08846237325974389
 468 29367 2863 0.08883028234564071
 469 29342 2879 0.08935166506315757
 470 29312 2886 0.08963289645319585
 471 29277 2901 0.09015476412455715
 472 29233 2915 0.09067438098793082
 473 29218 2926 0.09102787456445993
 474 29196 2940 0.09148618371919343
 475 29175 2943 0.09163086119932748
 476 29155 2955 0.09202740579258797
 477 29128 2977 0.09272698956548824
 478 29097 2997 0.09338194054963544
 479 29071 3013 0.0939097369405311
 480 29047 3025 0.0943190321776004
 481 29025 3039 0.09477919161676647
 482 28987 3047 0.09511768745707685
 483 28963 3053 0.09535857071464268
 484 28937 3064 0.09574700790600293
 485 28914 3074 0.09609853695135676
 486 28882 3086 0.09653403403403403
 487 28860 3102 0.09705275014079219
 488 28822 3118 0.0976205385097057
 489 28812 3123 0.09779239079379991
 490 28787 3133 0.0981516290726817
 491 28762 3144 0.09853945966275936
 492 28730 3153 0.09889282689834708
 493 28700 3165 0.09932527851875098
 494 28677 3175 0.0996797689313073
 495 28659 3181 0.09990577889447236
 496 28627 3198 0.10048703849175177
 497 28617 3216 0.10102723588728678
 498 28581 3226 0.10142421479548527
 499 28553 3240 0.10190922530116692
 500 28510 3255 0.10247127341413506
 501 28494 3269 0.10291849006705915
 502 28452 3282 0.1034221970126678
 503 28429 3293 0.103808082718618
 504 28391 3308 0.1043566043092842
 505 28370 3320 0.10476491006626697
 506 28349 3324 0.10494743156631832
 507 28325 3343 0.10556397625363143
 508 28285 3353 0.10598015045198811
 509 28256 3368 0.10650139134834304
 510 28218 3379 0.10694053232901858
 511 28202 3397 0.1075034020063926
 512 28172 3415 0.10811409757178586
 513 28141 3430 0.10864400874220012
 514 28103 3441 0.10908572153182855
 515 28077 3452 0.10948650448793175
 516 28046 3466 0.10998984513835999
 517 28016 3481 0.11051846207575325
 518 27983 3498 0.11111464057685588
 519 27954 3514 0.11166899707639506
 520 27922 3523 0.11203688980760057
 521 27900 3539 0.1125671936130284
 522 27870 3550 0.11298535964353915
 523 27845 3559 0.11332951216405554
 524 27809 3573 0.11385507615830731
 525 27787 3598 0.11464075195156923
 526 27753 3608 0.11504735180638373
 527 27735 3622 0.11550849889976719
 528 27703 3635 0.1159933626906631
 529 27682 3652 0.11655071168698539
 530 27651 3666 0.11706102117061021
 531 27632 3681 0.11755500910165106
 532 27612 3697 0.11808106295314447
 533 27591 3715 0.11866734811218296
 534 27561 3732 0.11925989837982935
 535 27543 3750 0.11983510689291535
 536 27511 3765 0.12037984396981712
 537 27488 3781 0.12091848156320957
 538 27446 3792 0.12139061399577437
