 "time" "normal population" "cancer population" "cancer proportion"patch_inflammation:0.4
 1 10394 0 0
 2 10394 0 0
 3 10570 5 4.7281323877068556E-4
 4 10573 5 4.7267914539610514E-4
 5 10748 8 7.437709185570844E-4
 6 10755 8 7.43287187587104E-4
 7 10937 12 0.0010959905014156545
 8 10953 12 0.001094391244870041
 9 11137 16 0.0014345915897068053
 10 11153 16 0.0014325364849136
 11 11354 17 0.0014950312197695892
 12 11377 17 0.0014920133403545726
 13 11557 19 0.0016413268832066344
 14 11578 19 0.0016383547469173063
 15 11759 23 0.001952130368358513
 16 11781 23 0.0019484920365977635
 17 11956 25 0.002086637175527919
 18 11986 26 0.0021645021645021645
 19 12189 27 0.0022102161100196463
 20 12201 28 0.0022896393817973667
 21 12373 28 0.002257882428836384
 22 12405 28 0.0022520711011019064
 23 12597 33 0.0026128266033254156
 24 12621 33 0.0026078710289236607
 25 12810 37 0.002880049817077917
 26 12834 39 0.0030295968305756233
 27 13021 43 0.003291488058787508
 28 13055 48 0.0036632832175837594
 29 13253 50 0.0037585507028489815
 30 13270 52 0.003903317820147125
 31 13455 59 0.004365842829658132
 32 13474 61 0.004506834133727373
 33 13648 63 0.004594850849682737
 34 13673 64 0.004658950280264978
 35 13848 69 0.00495796507868075
 36 13873 72 0.005163140910720688
 37 14068 76 0.0053733031674208145
 38 14097 78 0.005502645502645503
 39 14293 80 0.0055659917901621095
 40 14315 83 0.005764689540213919
 41 14498 85 0.005828704656106425
 42 14520 88 0.006024096385542169
 43 14669 92 0.006232640065036244
 44 14692 93 0.006290158944876564
 45 14887 103 0.0068712474983322214
 46 14912 103 0.00685980685980686
 47 15060 108 0.007120253164556962
 48 15078 111 0.0073079202054118116
 49 15264 114 0.0074131876706984
 50 15281 117 0.007598389401220938
 51 15451 120 0.007706634127544795
 52 15474 124 0.007949737145787922
 53 15799 130 0.008161215393307804
 54 15830 135 0.00845599749451926
 55 16209 144 0.008805723720418272
 56 16260 150 0.009140767824497258
 57 16659 161 0.00957193816884661
 58 16710 161 0.009543002785845535
 59 17156 168 0.009697529438928654
 60 17211 172 0.00989472473105908
 61 17670 184 0.010305813823232889
 62 17736 192 0.0107095046854083
 63 18150 205 0.011168618904930537
 64 18226 209 0.011337130458367236
 65 18642 218 0.011558854718981973
 66 18704 223 0.011782110212923337
 67 19128 235 0.012136549088467697
 68 19215 243 0.012488436632747455
 69 19649 254 0.012761895191679647
 70 19698 261 0.013076807455283331
 71 20091 271 0.013309105195953247
 72 20156 279 0.013653046244188892
 73 20554 285 0.013676280051825904
 74 20610 290 0.013875598086124402
 75 21008 296 0.013894104393541119
 76 21079 300 0.014032461761541699
 77 21476 315 0.014455509155155798
 78 21558 320 0.014626565499588629
 79 21936 333 0.014953522834433517
 80 22012 337 0.015078974450758424
 81 22407 344 0.015120214496066106
 82 22481 348 0.015243768890446362
 83 22857 355 0.01529381354471825
 84 22932 359 0.015413679103516379
 85 23259 368 0.015575401024251916
 86 23338 374 0.015772604588394062
 87 23649 383 0.015937083888149135
 88 23720 390 0.016175860638739114
 89 24029 403 0.016494760969220694
 90 24098 406 0.016568723473718575
 91 24410 418 0.01683583051393588
 92 24468 428 0.017191516709511568
 93 24719 438 0.0174106610486147
 94 24784 445 0.017638431963216933
 95 25050 458 0.017955151325074487
 96 25113 462 0.01806451612903226
 97 25356 471 0.018236729004530144
 98 25422 477 0.01841769952507819
 99 25669 485 0.018544008564655504
 100 25732 490 0.01868659903897491
 101 25960 500 0.01889644746787604
 102 26016 511 0.019263392015682137
 103 26207 517 0.019345906301451877
 104 26263 522 0.0194885196938585
 105 26413 528 0.019598381648788094
 106 26457 531 0.019675411293908405
 107 26580 538 0.01983922118150306
 108 26623 544 0.020024294180439505
 109 26764 551 0.020172066630056745
 110 26810 558 0.02038877521192634
 111 26949 566 0.020570597855715064
 112 26996 568 0.020606588303584385
 113 27135 573 0.020679948029449977
 114 27168 580 0.020902407380712123
 115 27280 582 0.020888665566003876
 116 27308 587 0.021043197705682023
 117 27427 595 0.021233316679751625
 118 27466 607 0.02162219926619884
 119 27578 617 0.021883312644085832
 120 27602 621 0.022003330616872763
 121 27705 631 0.022268492377188028
 122 27730 637 0.022455670321147814
 123 27845 646 0.022673826822505353
 124 27870 649 0.022756758652126653
 125 27974 661 0.023083638903439847
 126 28004 668 0.023297991071428572
 127 28089 679 0.02360261401557286
 128 28118 683 0.023714454359223636
 129 28207 691 0.023911689390269223
 130 28226 695 0.024030980948099998
 131 28323 700 0.024118802329187197
 132 28348 704 0.02423241084951122
 133 28442 714 0.02448895596103718
 134 28469 722 0.024733650782775514
 135 28540 727 0.024840263778316874
 136 28566 734 0.025051194539249148
 137 28641 736 0.025053613371004528
 138 28657 741 0.02520579631267433
 139 28730 748 0.025374855824682813
 140 28754 749 0.02538724875436396
 141 28831 751 0.025387059698465282
 142 28857 760 0.025660937974811764
 143 28934 765 0.02575844304522038
 144 28960 773 0.025998049305485486
 145 29026 777 0.026071200885816864
 146 29053 781 0.026178185962324865
 147 29131 787 0.02630523430710609
 148 29155 791 0.026414212248714354
 149 29228 795 0.026479698897511908
 150 29247 797 0.026527759286379977
 151 29300 800 0.026578073089700997
 152 29324 807 0.026783047359861936
 153 29382 812 0.026892760151023383
 154 29408 812 0.026869622766379882
 155 29463 817 0.026981505944517835
 156 29489 825 0.02721514811638187
 157 29539 832 0.027394554015343586
 158 29558 836 0.027505428703033494
 159 29610 843 0.027682001773224312
 160 29622 847 0.0277987462666973
 161 29668 852 0.027916120576671036
 162 29685 857 0.02805972103987951
 163 29753 869 0.028378290118215663
 164 29777 872 0.028451172958334693
 165 29835 876 0.0285239816352447
 166 29851 882 0.028698792828555624
 167 29905 887 0.02880618342426604
 168 29919 890 0.028887662695965464
 169 29971 897 0.029059219904107814
 170 29987 904 0.029264186980026544
 171 30039 905 0.02924638055842813
 172 30059 908 0.029321535828462558
 173 30105 912 0.0294032304865074
 174 30120 916 0.029514112643381878
 175 30157 926 0.029791204195219252
 176 30172 929 0.029870422172920484
 177 30218 936 0.030044296077550235
 178 30229 943 0.03025150776337739
 179 30263 948 0.03037390663548108
 180 30278 956 0.03060767112761734
 181 30333 962 0.030739734781914045
 182 30355 971 0.030996616229330268
 183 30393 976 0.031113519716917976
 184 30404 984 0.031349560341531794
