 "time" "normal population" "cancer population" "average motility" "average consumption rate" "average cancer motility" "average cancer consumption rate"patch_inflammation:0.5
 334 39529 0 -0.001786076988028114 1.0258829221351757 0 0
 335 39523 0 -0.0017662021321922013 1.025991953592683 0 0
 336 39526 0 -0.0017983958901851842 1.0261316517586598 0 0
 337 39509 0 -0.0018412801851942677 1.0262613518236887 0 0
 338 39490 0 -0.0018625615729166017 1.0264531395145957 0 0
 339 39472 0 -0.0018627093658692474 1.0265467541938982 0 0
 340 39452 0 -0.0018818324606447191 1.0267162025648833 0 0
 341 39443 0 -0.0018701422327626787 1.0268714931023613 0 0
 342 39438 0 -0.0018847821445075997 1.0270574596733022 0 0
 343 39422 0 -0.001929966692402077 1.0272174797464908 0 0
 344 39403 0 -0.001909769904208501 1.0273579120085605 0 0
 345 39384 0 -0.0019095531629247777 1.027484233030468 0 0
 346 39363 0 -0.0019306619770437662 1.0276345399969902 0 0
 347 39358 0 -0.001927593726345864 1.0277332670536847 0 0
 348 39335 0 -0.0019222091090164346 1.0278683402891782 0 0
 349 39314 0 -0.0019114485434746635 1.0279888025687842 0 0
 350 39280 0 -0.0018697154769460552 1.0281835263825094 0 0
 351 39264 0 -0.0018663839627996231 1.0283046895723391 0 0
 352 39250 0 -0.0018617321960722607 1.0284588563663795 0 0
 353 39237 0 -0.0018802962943784446 1.0285470679788469 0 0
 354 39220 0 -0.0019079040333118357 1.0286877291908265 0 0
 355 39213 0 -0.0019001956341112261 1.0288574576533398 0 0
 356 39196 0 -0.0019086443806717484 1.0289751591709138 0 0
 357 39182 0 -0.0019355176405097304 1.0291242778698473 0 0
 358 39168 0 -0.0019550118171668103 1.029229919788661 0 0
 359 39146 0 -0.0019804371649889876 1.0293586212837469 0 0
 360 39125 0 -0.0019854410460398053 1.0295216583364397 0 0
 361 39113 0 -0.0020354962842203802 1.0296965296223635 0 0
 362 39107 0 -0.0020458490590905755 1.0298143922982155 0 0
 363 39089 0 -0.0020467462799463538 1.0300320641228848 0 0
 364 39061 0 -0.0020994478806510347 1.0302178346802582 0 0
 365 39030 0 -0.0021212906570625863 1.0303634732263227 0 0
 366 39009 0 -0.002126917654159151 1.0305101880949403 0 0
 367 38983 0 -0.0021563532079749053 1.030667432786815 0 0
 368 38957 0 -0.0021619106689237037 1.0308008140566205 0 0
 369 38944 0 -0.0022173591547050365 1.030945179268013 0 0
 370 38920 0 -0.00225672924498505 1.0310780518020097 0 0
 371 38906 0 -0.0022813452614546003 1.0312287508687468 0 0
 372 38885 0 -0.0023185963979074214 1.0313890795310792 0 0
 373 38858 0 -0.00230471709492598 1.031535444118681 0 0
 374 38837 0 -0.0023269796598802735 1.0316552997392776 0 0
 375 38808 0 -0.002322248474751955 1.0317826656667737 0 0
 376 38786 0 -0.002368825807175766 1.0319596936455517 0 0
 377 38772 0 -0.002389018494254577 1.0320971419639327 0 0
 378 38748 0 -0.0024079571218451334 1.0322945596765705 0 0
 379 38734 0 -0.002421409890986645 1.0324326974486617 0 0
 380 38731 0 -0.0024684889952477805 1.0326037618269592 0 0
 381 38721 0 -0.0024874398580648016 1.0327036984000268 0 0
 382 38694 0 -0.0025021185785977246 1.0328644075030153 0 0
 383 38665 0 -0.0025472247819324422 1.0330274683105707 0 0
 384 38638 0 -0.002562456140774252 1.0331949242370237 0 0
