 "time" "normal population" "cancer population" "average motility" "average consumption rate" "average cancer motility" "average cancer consumption rate"patch_inflammation:0
 1174 10441 0 -0.022518800555297033 1.0304635177409538 0 0
 1175 10445 0 -0.02254523768841607 1.0304922676184074 0 0
 1176 10445 0 -0.02250113063331553 1.0305397022227043 0 0
 1177 10442 0 -0.022525172213684278 1.0306368832476263 0 0
 1178 10441 0 -0.022540975148382828 1.0307956074452018 0 0
 1179 10440 0 -0.02257041084471984 1.0308698452631362 0 0
 1180 10440 0 -0.022566819269605257 1.0309671396167854 0 0
 1181 10442 0 -0.0226914353502277 1.0310279855072386 0 0
 1182 10432 0 -0.022668039886902757 1.0310637470117918 0 0
 1183 10421 0 -0.022774901333569363 1.0311374113689142 0 0
 1184 10423 0 -0.02282439387022996 1.0311332131348332 0 0
 1185 10427 0 -0.022844061006774483 1.0311725730221324 0 0
 1186 10423 0 -0.022937834725593024 1.0311759521398185 0 0
 1187 10421 0 -0.02295913481058191 1.0312248958318693 0 0
 1188 10421 0 -0.023032714169145815 1.0312559217239063 0 0
 1189 10422 0 -0.023043533094388485 1.0312163657363238 0 0
 1190 10418 0 -0.023138235797787014 1.0312675031281053 0 0
 1191 10425 0 -0.023236774520334846 1.031352810157067 0 0
 1192 10429 0 -0.02329393353909037 1.031505447039392 0 0
 1193 10429 0 -0.023353302170260874 1.0315911602122905 0 0
 1194 10424 0 -0.023368613262923745 1.031687977441173 0 0
 1195 10426 0 -0.023348915194948076 1.031736947762414 0 0
 1196 10424 0 -0.02330923409657528 1.0317644105506416 0 0
 1197 10428 0 -0.02337777087510528 1.0318171240509295 0 0
 1198 10422 0 -0.023455607049470018 1.0318384187704468 0 0
 1199 10421 0 -0.023560890988074613 1.031963942048552 0 0
 1200 10420 0 -0.023582553815513933 1.0320600325401594 0 0
 1201 10419 0 -0.023630491261625603 1.0321261006413927 0 0
 1202 10418 0 -0.02363452353360447 1.0321353279893604 0 0
 1203 10416 0 -0.023630238932849528 1.0322312955958 0 0
 1204 10416 0 -0.023732633980517392 1.0322035853819411 0 0
 1205 10411 0 -0.023847001634482896 1.0322372672329416 0 0
 1206 10406 0 -0.023897669737834217 1.032257532699641 0 0
 1207 10403 0 -0.023873390885532135 1.032313125704339 0 0
 1208 10405 0 -0.02391673420048001 1.0323342113639171 0 0
 1209 10398 0 -0.023917783593762884 1.0323837739970765 0 0
 1210 10400 0 -0.024007179736649824 1.03246360112698 0 0
 1211 10402 0 -0.024061881412436606 1.0325170096724094 0 0
 1212 10408 0 -0.02410064797435898 1.0325824618569395 0 0
 1213 10416 0 -0.02419786398460816 1.0326363757999453 0 0
 1214 10414 0 -0.024172826069658974 1.032606777267334 0 0
 1215 10421 0 -0.024166978998739434 1.0326744607161957 0 0
 1216 10427 0 -0.024181334095768187 1.03271943148449 0 0
 1217 10418 0 -0.024260212631607124 1.0327097747099574 0 0
 1218 10416 0 -0.02428061531249985 1.032725157106882 0 0
 1219 10408 0 -0.02433569273474167 1.0327202081402085 0 0
 1220 10404 0 -0.02442609594020334 1.0327424221980543 0 0
 1221 10398 0 -0.024429191069442708 1.032713926710791 0 0
 1222 10393 0 -0.024448951657306255 1.032799752463167 0 0
 1223 10393 0 -0.02452252703559587 1.0328799961703499 0 0
 1224 10392 0 -0.02456079265136104 1.032910804784449 0 0
 1225 10390 0 -0.024569419790689058 1.03289734716935 0 0
 1226 10386 0 -0.024617775333086313 1.0329651491732161 0 0
 1227 10385 0 -0.024615655863645277 1.0329750920517256 0 0
 1228 10387 0 -0.024653578868165892 1.0330257697645038 0 0
 1229 10392 0 -0.02467791034722912 1.0330855312281924 0 0
 1230 10396 0 -0.024674586010323678 1.0331172261552053 0 0
 1231 10393 0 -0.02465941532127197 1.0332127806687506 0 0
 1232 10394 0 -0.024615764039681076 1.033269607913411 0 0
 1233 10394 0 -0.0246605830362789 1.033256281037603 0 0
 1234 10389 0 -0.024714415395816692 1.033274348436074 0 0
 1235 10388 0 -0.024722022968646628 1.0333512206567232 0 0
 1236 10392 0 -0.024835214114862877 1.0333958119460265 0 0
 1237 10388 0 -0.024882825772277135 1.0334586272259447 0 0
 1238 10387 0 -0.02493717543992976 1.0336120820618688 0 0
 1239 10385 0 -0.024991505785210064 1.0335887454002224 0 0
 1240 10384 0 -0.024981661214976813 1.0336166239252123 0 0
 1241 10379 0 -0.024967371641385704 1.0336692900214193 0 0
 1242 10375 0 -0.025000549337663755 1.0337166386611383 0 0
 1243 10372 0 -0.025017081433682732 1.0337471626918104 0 0
 1244 10380 0 -0.02503350297013945 1.0338167604617219 0 0
 1245 10384 0 -0.02498234188075646 1.0339222327993451 0 0
 1246 10381 0 -0.024947675532385895 1.0339706452478976 0 0
 1247 10377 0 -0.02495317605815551 1.0340376078506102 0 0
 1248 10375 0 -0.024999309503700003 1.0341174857550617 0 0
 1249 10374 0 -0.02511468372775678 1.0341575187656389 0 0
 1250 10375 0 -0.025195466352632416 1.0341708405093062 0 0
 1251 10380 0 -0.025301856213794455 1.0342072823792328 0 0
 1252 10377 0 -0.02527106890852009 1.034378870188795 0 0
 1253 10374 0 -0.025315099850987847 1.0344238091336873 0 0
 1254 10373 0 -0.025348456047446413 1.0344848947048628 0 0
 1255 10377 0 -0.02543231506957374 1.0344745506217348 0 0
 1256 10378 0 -0.025419155200300136 1.0345368466666205 0 0
 1257 10378 0 -0.02544570708820941 1.0345715937070323 0 0
 1258 10382 0 -0.02552332721842084 1.034611675630906 0 0
 1259 10384 0 -0.025542790145853454 1.0346770239642709 0 0
 1260 10384 0 -0.02566260315211278 1.034691178117318 0 0
 1261 10389 0 -0.025679001366057934 1.0347242737686742 0 0
 1262 10387 0 -0.02570466928721894 1.0346660271585084 0 0
 1263 10395 0 -0.025674374535609095 1.0347613365870973 0 0
 1264 10399 0 -0.025689004111233153 1.0348368921766884 0 0
 1265 10401 0 -0.025717994781783455 1.0348938659144353 0 0
 1266 10397 0 -0.025773838269597216 1.034976873182185 0 0
 1267 10397 0 -0.025808774058273927 1.0349363241625305 0 0
 1268 10393 0 -0.025832936710807212 1.0350453454762434 0 0
 1269 10394 0 -0.02587589147687968 1.0351558864414474 0 0
 1270 10397 0 -0.025942709507322203 1.0351279396257005 0 0
 1271 10398 0 -0.025933397068528753 1.0352634959257183 0 0
 1272 10402 0 -0.025988081263856374 1.0353375461271117 0 0
 1273 10402 0 -0.02600242785962372 1.0354359756676985 0 0
 1274 10407 0 -0.026021923735889997 1.035411041340528 0 0
 1275 10415 0 -0.02604706732602369 1.035532139615702 0 0
 1276 10409 0 -0.026011096478395695 1.0355785420776933 0 0
 1277 10409 0 -0.02605191059827287 1.0355574415289808 0 0
 1278 10410 0 -0.026002942123770644 1.0355731244376436 0 0
 1279 10404 0 -0.02594738829183774 1.0355584742267638 0 0
 1280 10407 0 -0.02590278654304922 1.0356051227210739 0 0
 1281 10410 0 -0.025944975079663604 1.0356886558545904 0 0
 1282 10419 0 -0.025961534331383585 1.0356803860020845 0 0
 1283 10420 0 -0.02597204667154008 1.0357525685472262 0 0
 1284 10419 0 -0.026030047971278808 1.0357827703935165 0 0
 1285 10423 0 -0.025980822070993892 1.03582400842256 0 0
 1286 10423 0 -0.026037991016534118 1.0358593813150774 0 0
 1287 10423 0 -0.026112852439712862 1.035843889205876 0 0
 1288 10419 0 -0.02607656076119115 1.0358803422554204 0 0
 1289 10420 0 -0.02619525950246645 1.0359845602566458 0 0
 1290 10415 0 -0.026282164499837817 1.0361809447243433 0 0
 1291 10416 0 -0.02638306923150833 1.036345394113425 0 0
 1292 10429 0 -0.026520145678006857 1.0363644577483482 0 0
 1293 10428 0 -0.02651198251641261 1.0364077578254718 0 0
 1294 10419 0 -0.026595149943163643 1.0365486547009881 0 0
 1295 10419 0 -0.026628343183931986 1.0365130779591223 0 0
 1296 10420 0 -0.02661078917372467 1.036527829034754 0 0
 1297 10419 0 -0.02666574088948958 1.0366777715066597 0 0
 1298 10417 0 -0.026747154023301235 1.0367119551210153 0 0
 1299 10416 0 -0.026740537912039366 1.0367086157910426 0 0
 1300 10422 0 -0.02674533692618282 1.0368358017876014 0 0
 1301 10423 0 -0.026754085311140943 1.0369340003155512 0 0
 1302 10418 0 -0.02676018636553304 1.0369909852792725 0 0
 1303 10416 0 -0.026783155719627257 1.0370582744280619 0 0
 1304 10417 0 -0.02680646730771509 1.0369859220694728 0 0
 1305 10416 0 -0.026815508461253277 1.03704322325859 0 0
 1306 10417 0 -0.026882312075577182 1.0371236835712776 0 0
 1307 10420 0 -0.0269546794494496 1.0371189413699269 0 0
 1308 10419 0 -0.02699625606273391 1.037136841844279 0 0
 1309 10412 0 -0.027112444253891473 1.0372378716363913 0 0
 1310 10417 0 -0.027125690973348295 1.037197008751021 0 0
 1311 10414 0 -0.027247864213936917 1.037234733514253 0 0
 1312 10411 0 -0.027314748935341773 1.037231188636542 0 0
 1313 10411 0 -0.0273731143798493 1.03727411668204 0 0
 1314 10408 0 -0.027432996584187498 1.037324001811113 0 0
 1315 10408 0 -0.02745151777228757 1.0373184521673504 0 0
 1316 10407 0 -0.027559667998952327 1.0373933063711147 0 0
 1317 10407 0 -0.02755557713445486 1.0374247521503628 0 0
 1318 10398 0 -0.02757151229297936 1.0375141504824923 0 0
 1319 10395 0 -0.027578409819033003 1.0375250204273843 0 0
 1320 10404 0 -0.02758870080804288 1.037506294211524 0 0
 1321 10408 0 -0.02764625425749944 1.0375157790571288 0 0
 1322 10405 0 -0.027694569003750318 1.0376225564682824 0 0
 1323 10401 0 -0.027759758057996988 1.0376944622064548 0 0
 1324 10396 0 -0.0277365551961447 1.0377729353360434 0 0
 1325 10398 0 -0.02778470599280071 1.0377973956662727 0 0
 1326 10396 0 -0.027838520431765792 1.0379156085685264 0 0
 1327 10390 0 -0.027843000720351774 1.0379850825704566 0 0
 1328 10388 0 -0.027896915574531802 1.0380721458563058 0 0
 1329 10388 0 -0.02792969803017601 1.0381483101521847 0 0
 1330 10383 0 -0.02796785516706931 1.03817933525491 0 0
 1331 10379 0 -0.027957554394872696 1.038283732757794 0 0
 1332 10373 0 -0.027999490803535122 1.0384153051758376 0 0
 1333 10371 0 -0.028022166905882107 1.0384709959562444 0 0
 1334 10378 0 -0.028050806624162806 1.0385038018137862 0 0
 1335 10378 0 -0.028107258150868623 1.038490138293006 0 0
 1336 10379 0 -0.028197979604308386 1.0385045287479704 0 0
 1337 10383 0 -0.028253563256638817 1.038557190806588 0 0
 1338 10384 0 -0.02829614869432726 1.0385914854460612 0 0
 1339 10382 0 -0.028261296767932823 1.0386935497377743 0 0
 1340 10382 0 -0.028335178299262825 1.0387633059861876 0 0
 1341 10385 0 -0.028377289582806296 1.0387967170158259 0 0
 1342 10388 0 -0.02843608841767877 1.0387696158569542 0 0
 1343 10386 0 -0.028495334731347938 1.038848208410029 0 0
 1344 10390 0 -0.02851187976634901 1.0388412826719786 0 0
 1345 10389 0 -0.02855356617272102 1.038857245625923 0 0
 1346 10387 0 -0.028584394597707716 1.038856539196622 0 0
 1347 10391 0 -0.028678086492067496 1.038923884551375 0 0
 1348 10387 0 -0.02868843588035238 1.0389058271813236 0 0
 1349 10382 0 -0.028747378670225227 1.0390070304377723 0 0
 1350 10389 0 -0.0288551724474572 1.0390909856322736 0 0
 1351 10390 0 -0.028934937965997207 1.039036754850029 0 0
 1352 10395 0 -0.028985072895082613 1.039040595917652 0 0
 1353 10400 0 -0.028996884661247533 1.0390510178381693 0 0
 1354 10402 0 -0.02901881864128537 1.0390879612710306 0 0
 1355 10402 0 -0.02904582686624258 1.0391762462131149 0 0
 1356 10410 0 -0.029056708261084176 1.0392045013132063 0 0
 1357 10417 0 -0.029142529731940436 1.0391589064524807 0 0
 1358 10417 0 -0.029159522281760376 1.0392091412106514 0 0
 1359 10418 0 -0.029231954380050655 1.0393333792909523 0 0
 1360 10416 0 -0.029296585651930208 1.0394663225909726 0 0
 1361 10409 0 -0.02933302411172959 1.0394138847019927 0 0
 1362 10403 0 -0.029395724217504846 1.0394893828701748 0 0
 1363 10399 0 -0.029424068962399113 1.039511467939695 0 0
 1364 10404 0 -0.029519966647723675 1.0396508706937833 0 0
 1365 10400 0 -0.029494568100692335 1.0396694589384512 0 0
 1366 10403 0 -0.029541110934609018 1.0398938701311173 0 0
 1367 10399 0 -0.029555898101203626 1.0400697188529646 0 0
 1368 10393 0 -0.029569886153010854 1.040047805999368 0 0
 1369 10392 0 -0.029554727143582 1.0400199846023097 0 0
 1370 10395 0 -0.029617442074309448 1.040073031636993 0 0
 1371 10391 0 -0.029670711645519803 1.040173600652227 0 0
 1372 10395 0 -0.029673181765517448 1.0402430454192997 0 0
 1373 10396 0 -0.029677185581785087 1.0404022175822885 0 0
 1374 10394 0 -0.02973719621466056 1.0404135565166006 0 0
 1375 10390 0 -0.029738558959755496 1.0404763699298303 0 0
 1376 10384 0 -0.029776093533041705 1.0405998016835547 0 0
 1377 10381 0 -0.029839738311210333 1.0405764190197477 0 0
 1378 10381 0 -0.02991005627847809 1.0406158057774224 0 0
 1379 10389 0 -0.029866393314542373 1.0406025370906797 0 0
 1380 10393 0 -0.02992752449421051 1.0406542679395894 0 0
 1381 10389 0 -0.029979289005530554 1.0406996315499855 0 0
 1382 10388 0 -0.030025685323534567 1.0407132428813692 0 0
 1383 10388 0 -0.030159221837955816 1.0407465861917216 0 0
 1384 10385 0 -0.030284578390792762 1.0408290550203254 0 0
 1385 10387 0 -0.03038941901880838 1.040885064525268 0 0
 1386 10383 0 -0.03045449065127582 1.040811705558745 0 0
 1387 10380 0 -0.03043780484088369 1.0408272198801947 0 0
 1388 10383 0 -0.030489233422482734 1.0409059385414505 0 0
 1389 10383 0 -0.030587389403691354 1.0410008769176866 0 0
 1390 10378 0 -0.03059917966262429 1.0410560390945505 0 0
 1391 10384 0 -0.03061162088967859 1.0410940073630337 0 0
 1392 10389 0 -0.030694988476548456 1.041094429848113 0 0
 1393 10388 0 -0.03074321734736381 1.0412069054795228 0 0
 1394 10385 0 -0.03075353903239802 1.0412757026246173 0 0
 1395 10389 0 -0.0307968758961578 1.0412665429847852 0 0
 1396 10387 0 -0.03078110905993548 1.04140011075016 0 0
 1397 10386 0 -0.030770335735603793 1.0413921323567867 0 0
 1398 10392 0 -0.030824930082684627 1.0414637222747334 0 0
 1399 10397 0 -0.030816879012244485 1.0414574278150828 0 0
 1400 10399 0 -0.03078301871242859 1.0415455633427737 0 0
 1401 10403 0 -0.030783505272369165 1.0415659545422065 0 0
 1402 10403 0 -0.030754962567247593 1.0416608281425663 0 0
 1403 10409 0 -0.03086710849325865 1.041771590726494 0 0
 1404 10407 0 -0.030905063313934004 1.0419034313734328 0 0
 1405 10403 0 -0.030882238544054585 1.0419402377109233 0 0
 1406 10400 0 -0.030961055882184955 1.0420079371007496 0 0
 1407 10397 0 -0.03101433291291509 1.0420816088530689 0 0
 1408 10399 0 -0.03106771504344895 1.0421495505988745 0 0
 1409 10407 0 -0.03112983251250293 1.0421751112800175 0 0
 1410 10409 0 -0.031163289014336428 1.0422411817165225 0 0
 1411 10412 0 -0.031087311831591344 1.042172135120108 0 0
 1412 10407 0 -0.031096641420483007 1.0421914318472845 0 0
 1413 10405 0 -0.0311671569760871 1.042227463129725 0 0
 1414 10401 0 -0.031203767645046815 1.042303150816264 0 0
 1415 10396 0 -0.031242983325082078 1.042370860714893 0 0
 1416 10398 0 -0.03130658696843963 1.0425161426010734 0 0
 1417 10390 0 -0.0313235516063365 1.0425286026638352 0 0
 1418 10396 0 -0.031285708992446905 1.0425621511683503 0 0
 1419 10393 0 -0.031282452584707986 1.0425476684656796 0 0
 1420 10390 0 -0.031324722935562696 1.04263072785023 0 0
 1421 10396 0 -0.0313429545227957 1.0427159641753403 0 0
 1422 10397 0 -0.031411517767388056 1.0426948488122336 0 0
 1423 10399 0 -0.03150395750166457 1.0427139641205343 0 0
 1424 10398 0 -0.03146387841115418 1.042774010837953 0 0
 1425 10398 0 -0.03155713326341302 1.0428320260144976 0 0
 1426 10400 0 -0.03159543217070572 1.0429038229488605 0 0
 1427 10404 0 -0.03167282764952664 1.0429334637357397 0 0
 1428 10404 0 -0.031727148813394584 1.0430493182663259 0 0
 1429 10403 0 -0.03182767821829448 1.043116806518558 0 0
 1430 10399 0 -0.03178012556733938 1.0430837067570238 0 0
 1431 10404 0 -0.03179642463820634 1.043077374812965 0 0
 1432 10407 0 -0.031781865247897494 1.0430863721124537 0 0
 1433 10408 0 -0.031908147637394454 1.0431649341324989 0 0
 1434 10406 0 -0.031902819180858896 1.0431025805647585 0 0
 1435 10401 0 -0.031940812834287666 1.0430692867984193 0 0
 1436 10409 0 -0.03195811885684898 1.0432687530718445 0 0
 1437 10407 0 -0.03200548783024974 1.0433308235991128 0 0
 1438 10407 0 -0.032057152076653474 1.0434050635901195 0 0
 1439 10402 0 -0.032130228698241135 1.0434907017857566 0 0
 1440 10404 0 -0.03219222678899508 1.0435699162732865 0 0
 1441 10404 0 -0.0322394931986017 1.043561297702455 0 0
 1442 10401 0 -0.032259229745311487 1.0435801127784181 0 0
 1443 10398 0 -0.03235814728322826 1.0437168754703854 0 0
 1444 10403 0 -0.03237022114357881 1.0438542224106508 0 0
 1445 10398 0 -0.03242879683214436 1.0439711769183468 0 0
 1446 10405 0 -0.0324086810910261 1.043971613554268 0 0
 1447 10403 0 -0.032356929369959986 1.043990132890717 0 0
 1448 10406 0 -0.03237732243696203 1.0440262293140272 0 0
 1449 10409 0 -0.03234916570611483 1.0441518224414799 0 0
 1450 10400 0 -0.032378645625897706 1.0442134831896674 0 0
 1451 10410 0 -0.032499402939102036 1.0442675624791529 0 0
 1452 10418 0 -0.03250653751871058 1.044288153463647 0 0
 1453 10422 0 -0.03255012905806872 1.0442627754143825 0 0
 1454 10427 0 -0.032533192722934715 1.0442710058004936 0 0
 1455 10433 0 -0.03255098065347624 1.0443887063245958 0 0
 1456 10441 0 -0.032537173688931074 1.0444804051238785 0 0
 1457 10439 0 -0.03263406346624543 1.0444293311029063 0 0
 1458 10435 0 -0.03265848696081489 1.0445309537128167 0 0
 1459 10439 0 -0.03267788424803475 1.0446362294933267 0 0
 1460 10431 0 -0.032818205647565185 1.0445175807015465 0 0
 1461 10431 0 -0.03281739390226495 1.0446012952649415 0 0
 1462 10434 0 -0.032819687027691814 1.0445965851112229 0 0
 1463 10437 0 -0.03285543055921714 1.0446978137514114 0 0
 1464 10432 0 -0.032900251838417716 1.0447703736563252 0 0
 1465 10433 0 -0.032960039294882504 1.0447195116203494 0 0
 1466 10441 0 -0.03311626515999272 1.0447894530644957 0 0
 1467 10438 0 -0.03314371972453703 1.0448106971284867 0 0
 1468 10430 0 -0.033229376723117876 1.0449103508298752 0 0
 1469 10430 0 -0.03320595147399962 1.0449587769591224 0 0
 1470 10426 0 -0.03329507727945998 1.0451144746622762 0 0
 1471 10429 0 -0.03324044870046167 1.045177205629562 0 0
 1472 10433 0 -0.03319942450433 1.0452215836004788 0 0
 1473 10431 0 -0.033185374528621005 1.0452800525109254 0 0
 1474 10429 0 -0.03324392430534895 1.0453844979475337 0 0
 1475 10426 0 -0.033292305721186 1.0454775642401273 0 0
 1476 10426 0 -0.033397693464453655 1.045578734343294 0 0
 1477 10424 0 -0.03344559924663452 1.0456122608746976 0 0
 1478 10421 0 -0.03344702754599078 1.045655572666311 0 0
 1479 10414 0 -0.03347606870984603 1.0457466767133148 0 0
 1480 10418 0 -0.033491818676601455 1.0457943325943135 0 0
 1481 10416 0 -0.03360362463477471 1.0459141376031438 0 0
 1482 10415 0 -0.033577335431923254 1.045906655518736 0 0
 1483 10408 0 -0.03357206769676043 1.0459887820403608 0 0
 1484 10402 0 -0.033593638178965206 1.0460176368073744 0 0
 1485 10395 0 -0.03360368087751877 1.046003461189535 0 0
 1486 10398 0 -0.03358170805155818 1.0460221554518827 0 0
 1487 10401 0 -0.0335815761621069 1.0460849299993402 0 0
 1488 10397 0 -0.03361249440980401 1.0461064152537631 0 0
 1489 10401 0 -0.03361646272315059 1.0461456720371785 0 0
 1490 10397 0 -0.03360099471729209 1.0462488778136703 0 0
 1491 10392 0 -0.03366987756886346 1.0463285294701095 0 0
 1492 10389 0 -0.03364351369160798 1.046376409438058 0 0
 1493 10392 0 -0.03375094763738044 1.0464161314975766 0 0
 1494 10399 0 -0.033792093943478624 1.0464118516002012 0 0
 1495 10393 0 -0.033804958825093795 1.0464369734170287 0 0
 1496 10386 0 -0.03380613083533781 1.046527017830897 0 0
 1497 10391 0 -0.03381996188645699 1.0466139506568437 0 0
 1498 10379 0 -0.03381977645035261 1.0467356771704548 0 0
 1499 10382 0 -0.033778649546900304 1.0467511813637698 0 0
 1500 10383 0 -0.033783301333748086 1.0468723915639244 0 0
 1501 10373 0 -0.033860275807873146 1.046904259699425 0 0
 1502 10379 0 -0.03385188958425109 1.0468717043421996 0 0
 1503 10384 0 -0.033887716711884945 1.046904334458112 0 0
 1504 10384 0 -0.03392779233714824 1.047033220565179 0 0
 1505 10388 0 -0.033929067301694954 1.047124835963306 0 0
 1506 10386 0 -0.033944629859409006 1.0471747162865495 0 0
 1507 10381 0 -0.03399169538179508 1.0471743022240547 0 0
 1508 10376 0 -0.03407207664618374 1.0472432413654678 0 0
 1509 10375 0 -0.0340993699154685 1.0473142504789283 0 0
 1510 10373 0 -0.03408024376476371 1.0473188673370832 0 0
 1511 10374 0 -0.034113323637011875 1.0473864958876413 0 0
 1512 10373 0 -0.034155520349699375 1.0474122006553936 0 0
 1513 10369 0 -0.03417951155954748 1.0474090146501869 0 0
 1514 10373 0 -0.03424001378421431 1.0474372192482382 0 0
 1515 10373 0 -0.034150310168789264 1.0474961049332705 0 0
 1516 10373 0 -0.034292149183331386 1.0475673154889387 0 0
 1517 10375 0 -0.03433489490585944 1.0476765409779816 0 0
 1518 10376 0 -0.03438945048077089 1.0477900611899045 0 0
 1519 10370 0 -0.03441821729970392 1.047866549934503 0 0
 1520 10371 0 -0.03448136421358224 1.047906479230882 0 0
 1521 10371 0 -0.03451721136495595 1.0480222581457128 0 0
 1522 10364 0 -0.034533417305147314 1.0480453655015496 0 0
 1523 10362 0 -0.03460451904128551 1.048096293701 0 0
 1524 10373 0 -0.0346727230692206 1.0481273082950482 0 0
 1525 10374 0 -0.034696533182699545 1.048113264242572 0 0
 1526 10381 0 -0.03473811841943232 1.0481300167702658 0 0
 1527 10383 0 -0.03465441073904779 1.048211230091277 0 0
 1528 10385 0 -0.034681203073959437 1.048390698195424 0 0
 1529 10384 0 -0.03473969447857423 1.0484301571953207 0 0
 1530 10382 0 -0.03474481419334183 1.0484886505985067 0 0
 1531 10385 0 -0.03476355008225715 1.0485713564197556 0 0
 1532 10386 0 -0.03480501928677038 1.04864407849723 0 0
 1533 10376 0 -0.03488309267089326 1.048758392774288 0 0
 1534 10379 0 -0.034964365861963144 1.0488809395165108 0 0
 1535 10389 0 -0.034970552312370895 1.0489472817425738 0 0
 1536 10385 0 -0.03499965839476706 1.0489722795295027 0 0
 1537 10379 0 -0.03501809765987502 1.04904628981423 0 0
 1538 10376 0 -0.03511882748397136 1.0490876980850372 0 0
 1539 10378 0 -0.03519127200696929 1.0491250235220948 0 0
 1540 10385 0 -0.03522174827255139 1.0491695340954061 0 0
 1541 10394 0 -0.035232936932238675 1.0493702792555706 0 0
 1542 10391 0 -0.035333159857223365 1.0495296749114618 0 0
 1543 10384 0 -0.03534831506217536 1.0496125265325464 0 0
 1544 10380 0 -0.035377707134368316 1.049688158672274 0 0
 1545 10377 0 -0.03542769032104026 1.0497356107147346 0 0
 1546 10376 0 -0.035424874577574525 1.049813205332133 0 0
 1547 10377 0 -0.03543750718152483 1.049820685543751 0 0
 1548 10376 0 -0.03549354811301896 1.0498957405523008 0 0
 1549 10374 0 -0.03557760494444471 1.0499035177699254 0 0
 1550 10373 0 -0.03560980932475587 1.0499383988563542 0 0
 1551 10372 0 -0.03562750642213019 1.049956934013441 0 0
 1552 10365 0 -0.03564662040150557 1.049930786173962 0 0
 1553 10366 0 -0.03569037076891231 1.0499593936149048 0 0
 1554 10365 0 -0.035813259870451745 1.0501091903718651 0 0
 1555 10360 0 -0.03579695359748435 1.0501948692448073 0 0
 1556 10359 0 -0.03587944156732343 1.0502114695223261 0 0
 1557 10352 0 -0.03593889215348315 1.0502893077563777 0 0
 1558 10352 0 -0.03597483413467062 1.0503569473674017 0 0
 1559 10353 0 -0.0360246241330732 1.0504502135607294 0 0
 1560 10353 0 -0.03610489595439455 1.0504830603991928 0 0
 1561 10346 0 -0.036090616749235534 1.0505774263632415 0 0
 1562 10348 0 -0.03615131557695506 1.0506073483850167 0 0
 1563 10345 0 -0.03622004837061816 1.0506155614766441 0 0
 1564 10352 0 -0.03622519383907942 1.0506492409037487 0 0
 1565 10349 0 -0.03629645248844143 1.0507206674085288 0 0
 1566 10349 0 -0.036339530084211376 1.0508156793895032 0 0
 1567 10351 0 -0.03639511044538402 1.0507491635798234 0 0
 1568 10358 0 -0.036427076611487356 1.0508799328223275 0 0
 1569 10359 0 -0.03642725435741346 1.0508726189107067 0 0
 1570 10361 0 -0.036394832060734274 1.0508293788471716 0 0
 1571 10362 0 -0.036435835929587435 1.0509346105725355 0 0
 1572 10361 0 -0.03648328599987459 1.0510288650679527 0 0
 1573 10366 0 -0.036461743948462966 1.0511444404735883 0 0
 1574 10372 0 -0.03652562891457992 1.0511121518826558 0 0
 1575 10378 0 -0.036564489390731494 1.0512400501652002 0 0
 1576 10380 0 -0.03664124957812287 1.0513422598183313 0 0
 1577 10376 0 -0.03671772817503234 1.0513432988258067 0 0
 1578 10376 0 -0.03680126393950741 1.0513952869057064 0 0
 1579 10382 0 -0.036802496233644885 1.0515231496568298 0 0
 1580 10375 0 -0.036885602722864744 1.0516276804529785 0 0
 1581 10383 0 -0.036870279441690426 1.0516689653165783 0 0
 1582 10380 0 -0.03686970891430819 1.0516448737563673 0 0
 1583 10379 0 -0.03688111134770349 1.0516453071248961 0 0
 1584 10378 0 -0.0368660476540851 1.05167012770284 0 0
 1585 10375 0 -0.03689778640483464 1.051684659025937 0 0
 1586 10377 0 -0.03690346120894951 1.051790779468361 0 0
 1587 10385 0 -0.0368915804852955 1.0518905119879676 0 0
 1588 10389 0 -0.03692692315144346 1.051941648004057 0 0
 1589 10386 0 -0.03693794176852518 1.051928953419945 0 0
 1590 10390 0 -0.03692231307327194 1.051990270230542 0 0
 1591 10387 0 -0.03697065211296878 1.0520580496556518 0 0
 1592 10396 0 -0.0370200083741341 1.052132158159383 0 0
 1593 10398 0 -0.0370487029460091 1.0523066496422744 0 0
 1594 10398 0 -0.037096768653152874 1.0523275339475286 0 0
 1595 10394 0 -0.037106984929242366 1.0523382006008106 0 0
 1596 10394 0 -0.037152004130564305 1.05242046797471 0 0
 1597 10397 0 -0.037146299586548095 1.0523849905746288 0 0
 1598 10399 0 -0.03720557896482092 1.0524452512830726 0 0
 1599 10400 0 -0.03724145831154603 1.0525185496078369 0 0
 1600 10406 0 -0.037241387003724175 1.052617389683034 0 0
 1601 10406 0 -0.03730388763744988 1.0526430696667293 0 0
 1602 10412 0 -0.03734676729028309 1.0526519749478769 0 0
 1603 10415 0 -0.03752022540094538 1.0527255512631122 0 0
 1604 10418 0 -0.03757633941213214 1.052787942577879 0 0
 1605 10426 0 -0.03756522139602275 1.0528212879645007 0 0
 1606 10433 0 -0.037598623735989614 1.0528409624226576 0 0
 1607 10423 0 -0.037549969785896024 1.0529039469326849 0 0
 1608 10424 0 -0.03757363384177628 1.0529586162040385 0 0
 1609 10426 0 -0.03751160176369313 1.053028915737952 0 0
 1610 10430 0 -0.03762997099910536 1.0530633650344752 0 0
 1611 10430 0 -0.03769484645144433 1.053127790879398 0 0
 1612 10438 0 -0.037718433647528526 1.0530661865631106 0 0
