 "time" "normal population" "cancer population" "average motility" "average consumption rate" "average cancer motility" "average cancer consumption rate"patch_inflammation:0.1
 88 13961 0 1.6015454193437005E-4 0.9998755782255835 0 0
 89 13988 0 1.779837280453836E-4 0.999846962883405 0 0
 90 14003 0 1.7324407535969456E-4 0.9998694541137129 0 0
 91 14025 0 1.4263975172216023E-4 0.9998853062051472 0 0
 92 14046 0 1.3114416787694472E-4 0.9998808486777111 0 0
 93 14069 0 2.0286974279265442E-4 0.999934204152805 0 0
 94 14095 0 2.100115700127078E-4 0.9999320920664365 0 0
 95 14117 0 1.7983279077112712E-4 0.9999510441450821 0 0
 96 14142 0 1.999892749395803E-4 0.9999439968232037 0 0
 97 14171 0 1.6945181499623886E-4 0.9999132388502677 0 0
 98 14192 0 1.8158744643497588E-4 0.9999394023649575 0 0
 99 14213 0 2.2213372236488913E-4 0.9999684282845683 0 0
 100 14230 0 2.0393078747421055E-4 0.9999546657548973 0 0
 101 14253 0 2.4299876595958059E-4 0.9999396871038542 0 0
 102 14272 0 2.599698229432331E-4 0.999967471721043 0 0
 103 14292 0 1.9946142863749557E-4 0.9999888463759705 0 0
 104 14321 0 2.2637391934173553E-4 1.000045899496011 0 0
 105 14343 0 1.6845907664032837E-4 1.0000352255535054 0 0
 106 14372 0 1.7340460679054814E-4 1.000023308317173 0 0
 107 14392 0 6.830044128430653E-5 0.9999972043113189 0 0
 108 14408 0 1.0339378759934607E-4 1.0000274637009094 0 0
 109 14428 0 6.713565614095434E-5 1.0000440490122007 0 0
 110 14438 0 9.626681540058602E-5 1.0000670312940967 0 0
 111 14460 0 9.973603667674509E-5 1.0000179940815566 0 0
 112 14479 0 1.5416990672728487E-4 1.000061999364194 0 0
 113 14494 0 1.2522968885577042E-4 1.0000583808012118 0 0
 114 14507 0 7.387016782138841E-5 1.0000968186113932 0 0
 115 14525 0 1.1187488054086691E-4 1.0000871293328526 0 0
 116 14551 0 8.163280871822078E-5 1.0000966387272185 0 0
 117 14574 0 7.163818455282389E-5 1.000110307963884 0 0
 118 14602 0 9.406870612425323E-5 1.0001181021189767 0 0
 119 14626 0 1.3205326994772214E-4 1.0001131367636562 0 0
 120 14641 0 1.4114651720504166E-4 1.0001343062450068 0 0
 121 14664 0 2.022399873488036E-4 1.0001574596930223 0 0
 122 14688 0 2.033432124779814E-4 1.000163371103824 0 0
 123 14708 0 1.8532686846040746E-4 1.0002105464814108 0 0
 124 14732 0 2.0090911944041788E-4 1.000170266386766 0 0
 125 14752 0 2.2827087214923132E-4 1.0001736472631566 0 0
 126 14769 0 2.3895212436725923E-4 1.0001892294833503 0 0
 127 14784 0 2.255655621206143E-4 1.0001942729404283 0 0
 128 14802 0 2.209695045005817E-4 1.0001925553473572 0 0
 129 14827 0 2.3517863292518324E-4 1.000234615880166 0 0
 130 14844 0 2.418608769947042E-4 1.0001894217478107 0 0
 131 14859 0 2.1354803679415822E-4 1.00018574978461 0 0
 132 14882 0 1.6923642893160566E-4 1.000250073757573 0 0
 133 14906 0 1.2377398578763054E-4 1.0002864053851095 0 0
 134 14922 0 1.2346533125855892E-4 1.0002664140373756 0 0
 135 14942 0 1.9796659921856495E-4 1.0003017441084228 0 0
 136 14967 0 1.9756411830872418E-4 1.0003589222908278 0 0
 137 14982 0 1.974926804079688E-4 1.00036980853458 0 0
 138 14999 0 1.7422317711000617E-4 1.0003664244160133 0 0
 139 15023 0 1.400391221400026E-4 1.000385655102754 0 0
 140 15040 0 2.1416526269283075E-4 1.0003640550699477 0 0
 141 15055 0 1.9212484133627206E-4 1.0003506728521852 0 0
 142 15071 0 1.6271806998098925E-4 1.0003701122585278 0 0
 143 15091 0 1.6036233652627627E-4 1.0003157618549048 0 0
 144 15116 0 7.919924358178897E-5 1.0003412603385413 0 0
 145 15128 0 1.027350675027181E-4 1.0003489514421413 0 0
 146 15154 0 8.040970805703136E-5 1.0003207482310883 0 0
 147 15177 0 7.5190840692036626E-6 1.0003524058204927 0 0
 148 15195 0 4.898404728759044E-6 1.000402079427425 0 0
 149 15221 0 2.583538032222134E-5 1.0004011100982475 0 0
 150 15233 0 3.43144936995851E-5 1.0003877811960618 0 0
 151 15255 0 5.213028119516958E-5 1.000385765938662 0 0
 152 15279 0 4.50727047124148E-5 1.0003452565844297 0 0
 153 15296 0 5.783052082682222E-5 1.0003745483738482 0 0
 154 15311 0 6.471928057026326E-5 1.000386489142341 0 0
 155 15329 0 2.578583533826586E-6 1.0004010890432486 0 0
 156 15350 0 3.7721277832680494E-5 1.0004080762543073 0 0
 157 15369 0 3.07285571515271E-5 1.0003816049244563 0 0
 158 15391 0 -2.785988967147362E-6 1.0003764147605416 0 0
 159 15415 0 4.5564840239531624E-5 1.0003505528921737 0 0
 160 15426 0 4.7924439378874434E-5 1.0003467950210219 0 0
 161 15444 0 3.076368672181787E-5 1.0003760830103028 0 0
 162 15460 0 -1.8231885825255655E-5 1.0004104714978261 0 0
 163 15474 0 2.6666693585310886E-6 1.0004510531124304 0 0
 164 15484 0 -8.86364328349428E-6 1.0004737811764335 0 0
 165 15501 0 3.0810864256536174E-5 1.0004716495616033 0 0
 166 15525 0 1.3710720583148156E-5 1.0005154181552383 0 0
 167 15541 0 4.3071340941517214E-5 1.000519542101902 0 0
 168 15553 0 6.021160139564198E-6 1.0005236465551037 0 0
 169 15567 0 3.966971849621766E-5 1.0005934257783944 0 0
 170 15578 0 3.1149658858316676E-5 1.0006094999479889 0 0
 171 15590 0 2.1760119879017444E-5 1.000640784223443 0 0
 172 15598 0 4.208874982243645E-5 1.0006518990768396 0 0
 173 15610 0 4.1062837806817534E-5 1.0006834536535054 0 0
 174 15628 0 -3.560432158935681E-5 1.0007092826929285 0 0
 175 15644 0 -3.442420498324524E-5 1.0007455742975453 0 0
 176 15665 0 -1.3651813748925403E-5 1.0007687363410536 0 0
 177 15677 0 -5.2673419672190536E-5 1.0007857688680972 0 0
 178 15698 0 -4.957477068775211E-5 1.0007662579421437 0 0
 179 15715 0 -5.636710311412318E-5 1.000813920372427 0 0
 180 15729 0 -8.849121230278504E-5 1.0007926343504645 0 0
 181 15743 0 -1.3876491477182983E-4 1.000810081436876 0 0
 182 15766 0 -1.1721727156099588E-4 1.0008226904070925 0 0
 183 15777 0 -1.2830191187270329E-4 1.000903559956713 0 0
 184 15797 0 -1.1834068427263779E-4 1.0009012949435305 0 0
 185 15808 0 -1.4101656222740292E-4 1.000973838523117 0 0
 186 15821 0 -1.1576893495756469E-4 1.001011698841208 0 0
 187 15836 0 -1.423795236050957E-4 1.001085007959771 0 0
 188 15848 0 -1.8645499273809037E-4 1.0011226862857296 0 0
 189 15855 0 -1.729368293951678E-4 1.001143637608677 0 0
 190 15873 0 -1.6723110523683669E-4 1.001149614268499 0 0
 191 15891 0 -1.9420133657372242E-4 1.0011987414736072 0 0
 192 15913 0 -1.9915896458825671E-4 1.0012092436560251 0 0
 193 15928 0 -2.3054298366152938E-4 1.0012760929523328 0 0
 194 15944 0 -2.276246632798016E-4 1.001352896835467 0 0
 195 15958 0 -2.1729125847929089E-4 1.0013526384655986 0 0
 196 15963 0 -2.496627103428277E-4 1.0014254150652089 0 0
 197 15975 0 -2.6706454519692706E-4 1.0014197539248786 0 0
 198 15988 0 -2.975079420248341E-4 1.001555367768874 0 0
 199 15995 0 -3.493578254483586E-4 1.0015662601264437 0 0
 200 16011 0 -3.0307207689357765E-4 1.0016285901628028 0 0
 201 16015 0 -3.478896925586419E-4 1.0016783002176644 0 0
 202 16026 0 -3.3269678910442314E-4 1.001719797697012 0 0
 203 16035 0 -3.612190796460038E-4 1.0017106365184576 0 0
 204 16046 0 -3.9213702465281075E-4 1.0017521896143617 0 0
 205 16056 0 -3.716711781397603E-4 1.0017903836774813 0 0
 206 16070 0 -3.954590410221058E-4 1.0018794379657887 0 0
 207 16085 0 -3.483534321368195E-4 1.0019046368308835 0 0
 208 16093 0 -3.4434578061609463E-4 1.0019251793667756 0 0
 209 16109 0 -3.5984300487023837E-4 1.0020394079991823 0 0
 210 16123 0 -3.493528738797552E-4 1.0020734878909525 0 0
 211 16145 0 -3.382008377529544E-4 1.0021165476308338 0 0
 212 16153 0 -3.674940244309414E-4 1.0021094481857502 0 0
 213 16164 0 -3.499841466277676E-4 1.0021060177957233 0 0
 214 16177 0 -3.4115228683143724E-4 1.0020956905306722 0 0
 215 16184 0 -3.5998749095758083E-4 1.0021489525135052 0 0
 216 16197 0 -3.983365425464544E-4 1.0021512146912872 0 0
 217 16196 0 -4.20276991835994E-4 1.0022013370013616 0 0
 218 16202 0 -3.886490397342712E-4 1.0021930373038526 0 0
 219 16211 0 -4.017684392840997E-4 1.0021831221640485 0 0
 220 16218 0 -4.177136429139106E-4 1.0022562211415738 0 0
 221 16224 0 -4.119139652414122E-4 1.002298284814988 0 0
 222 16235 0 -4.210334199900997E-4 1.0022845029510121 0 0
 223 16242 0 -4.148831855655006E-4 1.0023184689263873 0 0
 224 16255 0 -4.56011469811749E-4 1.0024009974029637 0 0
 225 16265 0 -4.920213546349844E-4 1.0024357037277678 0 0
 226 16268 0 -5.046508042873771E-4 1.0024574021858108 0 0
 227 16275 0 -5.108341879059289E-4 1.0025012298314742 0 0
 228 16284 0 -5.13297292775191E-4 1.0025782623551311 0 0
 229 16285 0 -5.085307588211757E-4 1.0025995858491676 0 0
 230 16298 0 -5.445764868054584E-4 1.0026095266778114 0 0
 231 16310 0 -6.285429227240859E-4 1.0026036036769137 0 0
 232 16307 0 -6.512897389977254E-4 1.0026438886760332 0 0
 233 16306 0 -7.063243851556014E-4 1.0027432538554366 0 0
 234 16315 0 -6.953702563756608E-4 1.0027789246524854 0 0
 235 16318 0 -7.01775596658352E-4 1.0027837738505436 0 0
 236 16320 0 -6.794310174132896E-4 1.0028434170977631 0 0
 237 16333 0 -6.795949259022037E-4 1.002883947485419 0 0
 238 16343 0 -6.877261998483012E-4 1.0029451481003218 0 0
 239 16347 0 -7.285153551867493E-4 1.0029634103400258 0 0
 240 16350 0 -7.089584261010557E-4 1.0030347258706889 0 0
 241 16356 0 -7.32830223025766E-4 1.0030812792370012 0 0
 242 16360 0 -7.162407841479673E-4 1.003122658684906 0 0
 243 16364 0 -7.509524181792451E-4 1.0031776740004863 0 0
 244 16359 0 -7.799357718575391E-4 1.0032660268340918 0 0
 245 16354 0 -7.684907419605265E-4 1.0033543023414546 0 0
 246 16359 0 -7.779135252402246E-4 1.0033976262582993 0 0
 247 16375 0 -7.980106779741266E-4 1.0033895772509873 0 0
 248 16374 0 -8.197382266116953E-4 1.003501777314351 0 0
 249 16376 0 -8.598880333129664E-4 1.003529828817605 0 0
 250 16381 0 -8.753242125252361E-4 1.0035342068748587 0 0
 251 16386 0 -9.100813930250629E-4 1.0035615820878978 0 0
 252 16397 0 -9.302323869176886E-4 1.003540143218835 0 0
 253 16401 0 -9.440584030170035E-4 1.003541976588538 0 0
 254 16407 0 -9.787273150526534E-4 1.0035956148346152 0 0
 255 16401 0 -9.240794879031823E-4 1.003672836143662 0 0
 256 16403 0 -9.863781065960005E-4 1.0037388090263881 0 0
 257 16403 0 -0.0010365837361900282 1.0038042217359735 0 0
 258 16404 0 -0.0010849377013781426 1.003815869202182 0 0
 259 16404 0 -0.001047536006564488 1.0038909471188078 0 0
 260 16404 0 -0.0010937562758270509 1.0039075065183347 0 0
 261 16408 0 -0.0010645992916710936 1.0039584790971907 0 0
 262 16406 0 -0.0010542508577452991 1.0039855866280143 0 0
 263 16402 0 -0.00111536150254285 1.0041018841720823 0 0
 264 16397 0 -0.0011474747970403737 1.0041429688106291 0 0
 265 16395 0 -0.0011987614346544795 1.0041963631753599 0 0
 266 16403 0 -0.001227234848057637 1.0042028467222466 0 0
 267 16406 0 -0.0012390483862353935 1.0042419360248676 0 0
 268 16411 0 -0.0012536649819241622 1.004292903073677 0 0
 269 16410 0 -0.0012624819098890614 1.0043803909409652 0 0
 270 16405 0 -0.0013112983869523242 1.0044682314634752 0 0
 271 16404 0 -0.0013193401155316066 1.0045156418557704 0 0
 272 16410 0 -0.0013244706062616172 1.00452818743198 0 0
 273 16411 0 -0.0013106516887913106 1.0046101294726044 0 0
 274 16414 0 -0.0013544663199066243 1.0046561136924461 0 0
 275 16415 0 -0.0013633209071404844 1.0047124901518143 0 0
 276 16415 0 -0.0013398164316014377 1.0047709332219141 0 0
 277 16415 0 -0.0013801866600008296 1.004806961518261 0 0
 278 16413 0 -0.001439105352196113 1.0048612238921522 0 0
 279 16417 0 -0.0014347514634066195 1.0048923715705256 0 0
 280 16423 0 -0.0014802937448255928 1.0049402235813012 0 0
 281 16423 0 -0.0015069980390727887 1.0049843958840854 0 0
 282 16424 0 -0.0015429374831676724 1.0050572706441574 0 0
 283 16425 0 -0.0015826979045916935 1.0051319635680478 0 0
 284 16424 0 -0.001597152638243995 1.0051417287153055 0 0
 285 16421 0 -0.001608060498842543 1.0051738598025364 0 0
 286 16425 0 -0.0016356280088105557 1.005238031112514 0 0
 287 16423 0 -0.0016769714968580107 1.0052778678236791 0 0
 288 16422 0 -0.0016985126971588776 1.0053231315223479 0 0
 289 16421 0 -0.0017131169109169048 1.0053910153632393 0 0
 290 16422 0 -0.0017550858783134385 1.0054501949314982 0 0
 291 16434 0 -0.0017570451415489326 1.005438354587158 0 0
 292 16431 0 -0.0018091538377019484 1.0055279058120739 0 0
 293 16428 0 -0.001828865783507647 1.0055777610115946 0 0
 294 16424 0 -0.0018452088695211043 1.0056579365909946 0 0
 295 16428 0 -0.0019137144351901716 1.005673902428423 0 0
 296 16427 0 -0.001898813793595865 1.0058027567366135 0 0
 297 16427 0 -0.0018812708948481984 1.0058196753138051 0 0
 298 16423 0 -0.0019234078746395208 1.0059103228252255 0 0
 299 16423 0 -0.001932632634494418 1.0059696025395062 0 0
 300 16415 0 -0.0019549985302766753 1.0060103000331335 0 0
 301 16416 0 -0.001980787832254456 1.006103487335033 0 0
 302 16417 0 -0.002005232694843885 1.006111854477158 0 0
 303 16408 0 -0.002035953043411344 1.0061718129892772 0 0
 304 16403 0 -0.0020975010471209117 1.006241553190571 0 0
 305 16401 0 -0.002056351100131663 1.0063114041472359 0 0
 306 16400 0 -0.0020981132320343635 1.0063711199952974 0 0
 307 16400 0 -0.002193559776082986 1.0064338307916443 0 0
 308 16398 0 -0.0022000696500203655 1.0064583719806333 0 0
 309 16397 0 -0.0021996901731105474 1.0065530905954618 0 0
 310 16402 0 -0.002227060202763575 1.0065838502446052 0 0
 311 16406 0 -0.0022240242102939565 1.0066022245125092 0 0
 312 16401 0 -0.0022209768669252624 1.0066430295220565 0 0
 313 16400 0 -0.0022682641332819895 1.006686284863499 0 0
 314 16404 0 -0.0022869156825180647 1.006703614907284 0 0
 315 16398 0 -0.002349268011255114 1.0067961418025102 0 0
 316 16399 0 -0.0023651935337584353 1.006826150094415 0 0
 317 16398 0 -0.0023295434377980555 1.0068368074918452 0 0
 318 16394 0 -0.0023575539298498955 1.0068754207493569 0 0
 319 16386 0 -0.00241436103650007 1.0069145497276493 0 0
 320 16391 0 -0.002437491567743384 1.0069264724409575 0 0
 321 16392 0 -0.00249105836316989 1.0069624049075094 0 0
 322 16386 0 -0.0024961236096304076 1.0070457735142042 0 0
 323 16380 0 -0.002493758474891277 1.0070560396746182 0 0
 324 16373 0 -0.002561347220321275 1.007151525704217 0 0
 325 16371 0 -0.0025875261274576505 1.0072915266100155 0 0
 326 16368 0 -0.0025919143186839185 1.0073239307620314 0 0
 327 16366 0 -0.002582052256859552 1.0074015056132115 0 0
 328 16356 0 -0.0025852125601099904 1.0074586321354142 0 0
 329 16348 0 -0.0026475589795203636 1.0074671359121221 0 0
 330 16338 0 -0.0026675001820552647 1.0075068252066306 0 0
 331 16335 0 -0.0026639303084177455 1.0075649636794752 0 0
 332 16324 0 -0.0026979504439897848 1.007594592088054 0 0
 333 16327 0 -0.0026981684825630697 1.007672001452493 0 0
 334 16325 0 -0.002744985808040229 1.0077413341884849 0 0
 335 16321 0 -0.002752172274129923 1.0077786573948968 0 0
 336 16320 0 -0.002741957958813038 1.0078577184445772 0 0
 337 16313 0 -0.002751052736791102 1.007913082745002 0 0
 338 16313 0 -0.002780188580789266 1.0079515023825838 0 0
 339 16304 0 -0.0028364300038347815 1.0080438686617506 0 0
 340 16299 0 -0.00290881829100325 1.008124308138005 0 0
 341 16296 0 -0.002918549102946578 1.0081643832905547 0 0
 342 16287 0 -0.0029054829860214967 1.0082405675948163 0 0
 343 16280 0 -0.002890304208788632 1.0084084441799566 0 0
 344 16282 0 -0.0028389718276791366 1.0084384260378092 0 0
 345 16279 0 -0.0028938643682369963 1.008460470278169 0 0
 346 16269 0 -0.002913798277912086 1.0085158144814328 0 0
 347 16257 0 -0.002982331784534246 1.0086180107215914 0 0
 348 16257 0 -0.0030308466305102354 1.0086314922169035 0 0
 349 16254 0 -0.0030270284943385677 1.0087200938597913 0 0
 350 16249 0 -0.0030373952085152012 1.0087593081487696 0 0
 351 16247 0 -0.0030634253806784617 1.0087734740964112 0 0
 352 16250 0 -0.0030610195196486244 1.0088109236095153 0 0
 353 16248 0 -0.0030749080686489653 1.0088323983719705 0 0
 354 16243 0 -0.0030983307056316003 1.0089296168693531 0 0
 355 16232 0 -0.0030930093875767015 1.008969112804195 0 0
 356 16234 0 -0.0031382366438507444 1.0090579826288677 0 0
 357 16229 0 -0.0031829039622729618 1.0090908096633746 0 0
 358 16229 0 -0.0032000069519697613 1.009150396363101 0 0
 359 16225 0 -0.0032498640180744953 1.0091678692922803 0 0
 360 16228 0 -0.0033062162367863013 1.00928706790961 0 0
 361 16222 0 -0.003306652406022798 1.0093493664719455 0 0
 362 16218 0 -0.003369973770424616 1.0094233815002194 0 0
 363 16207 0 -0.0034305433635609243 1.009554086767398 0 0
 364 16203 0 -0.003442146800800879 1.0095810111519041 0 0
 365 16193 0 -0.003470550938927451 1.0096210219392248 0 0
 366 16186 0 -0.0034451534781176655 1.009649384408554 0 0
 367 16183 0 -0.0034520428242124086 1.009679635650606 0 0
 368 16178 0 -0.0034615456936933613 1.0097518871572877 0 0
 369 16174 0 -0.0034622288466911863 1.00979483789072 0 0
 370 16172 0 -0.0034690443552541474 1.0098181030933155 0 0
 371 16173 0 -0.0035544233162426234 1.009872623936224 0 0
 372 16174 0 -0.0035810726447941563 1.0098545338407026 0 0
 373 16175 0 -0.0035868744133658284 1.0099436017044727 0 0
 374 16169 0 -0.0036075301834171047 1.0099830427109717 0 0
 375 16160 0 -0.0036135288751794146 1.0100324487163261 0 0
 376 16151 0 -0.003671787339625108 1.010105217132961 0 0
 377 16145 0 -0.0037592634323273233 1.0101819594576618 0 0
 378 16136 0 -0.0037731560073378484 1.0102508321893524 0 0
 379 16129 0 -0.003744457303100935 1.0103474080990935 0 0
 380 16116 0 -0.003769960295047071 1.0103877396356065 0 0
 381 16109 0 -0.003788106681255064 1.0104073693217117 0 0
 382 16113 0 -0.003791974007506094 1.0104134759150618 0 0
 383 16104 0 -0.003803531481608192 1.0104080704649747 0 0
 384 16097 0 -0.0038613410447039505 1.0104705562994236 0 0
 385 16088 0 -0.0039380751901011216 1.0105423381863563 0 0
 386 16084 0 -0.0040008953334877894 1.0105487685343182 0 0
 387 16083 0 -0.004052792436244799 1.0105826897946855 0 0
 388 16071 0 -0.004099639089687262 1.0106200366564624 0 0
 389 16061 0 -0.004097444380130311 1.0106520188887163 0 0
 390 16053 0 -0.004156127425924036 1.0107405738292283 0 0
 391 16053 0 -0.004143117753710965 1.010747320677379 0 0
 392 16039 0 -0.004192209608947794 1.0108058519725425 0 0
 393 16028 0 -0.0042382788999572795 1.01086674172765 0 0
 394 16024 0 -0.004238613434506975 1.010929045657492 0 0
 395 16013 0 -0.004313736074376751 1.010992813384673 0 0
 396 16010 0 -0.004343440594057543 1.0110192702115215 0 0
 397 16011 0 -0.004343982426220645 1.0110494172204858 0 0
 398 16009 0 -0.004358124342566498 1.0110946487689725 0 0
 399 16002 0 -0.004375972630894877 1.0111501388341906 0 0
 400 15995 0 -0.004416787970269633 1.0111556242324724 0 0
 401 15992 0 -0.0044384258686896395 1.0112292187834984 0 0
 402 15989 0 -0.004481404237648768 1.011266469360252 0 0
 403 15979 0 -0.004517416427006309 1.0113195278776441 0 0
 404 15970 0 -0.004517469778659533 1.0113848013313604 0 0
 405 15968 0 -0.00454873617283832 1.0114337377852454 0 0
 406 15954 0 -0.004625161218081182 1.0115017244042557 0 0
 407 15948 0 -0.004631929320483186 1.0115536382601005 0 0
 408 15933 0 -0.004693416465716437 1.011641753125585 0 0
 409 15934 0 -0.004743306003277454 1.011702793588864 0 0
 410 15934 0 -0.00479074539795436 1.0117718255663413 0 0
 411 15926 0 -0.004854592014572554 1.0118863928582629 0 0
 412 15913 0 -0.004921897689169519 1.011959649187381 0 0
 413 15908 0 -0.004948331331220186 1.0119854060507636 0 0
 414 15898 0 -0.004992680589071598 1.0120855890377567 0 0
 415 15893 0 -0.005036760380969709 1.0121490059493308 0 0
 416 15883 0 -0.005081168776814429 1.0121809909027273 0 0
 417 15872 0 -0.005132374135000354 1.0122340155373812 0 0
 418 15863 0 -0.005175732519970352 1.012252830896084 0 0
 419 15865 0 -0.0052305392088928294 1.0123403779779707 0 0
 420 15857 0 -0.0052179238389053265 1.0123897346553372 0 0
 421 15845 0 -0.005277879219090064 1.0124337277379012 0 0
 422 15840 0 -0.00531014869564893 1.0124706727473494 0 0
 423 15824 0 -0.005360113429916859 1.0125206686268424 0 0
 424 15819 0 -0.005360524135329163 1.0125789199293644 0 0
 425 15813 0 -0.00536044306402624 1.0126226532758404 0 0
 426 15814 0 -0.005423379330830619 1.0126394367194493 0 0
 427 15810 0 -0.005393431610644687 1.012706884128006 0 0
 428 15804 0 -0.005436541769243628 1.012813086074181 0 0
 429 15794 0 -0.00550339329108913 1.012847810004704 0 0
 430 15785 0 -0.005540845616586973 1.0128717878420113 0 0
 431 15777 0 -0.00559944973599145 1.0129044575815085 0 0
 432 15773 0 -0.005639895184071337 1.012953490073827 0 0
 433 15769 0 -0.005646098754453003 1.0129523237829996 0 0
